name,M_solar,M_kg,r_m,r_km,r_AU,r_ly,r_pc,r_s_m,r_s_km,x_dimensionless,horizon_ratio,r_ph_m,r_isco_m,inside_photon_sphere,inside_isco,Xi_segment_density,D_ssz_time_dilation,D_gr_time_dilation,stretch_factor,R_ssz_m,R_ssz_km,v_orbital_m_s,v_escape_m_s,v_orbital_ssz_m_s,v_escape_ssz_m_s,v_orbital_km_s,v_escape_km_s,v_orbital_ssz_km_s,v_escape_ssz_km_s,v_orbital_over_c,v_escape_over_c,tau_over_t,z_gr_redshift,z_ssz_redshift,T_orbital_seconds,T_orbital_years,T_orbital_ssz_seconds,T_orbital_ssz_years,g_m_s2,g_earth_g,phi_potential_J_kg,export_timestamp,phi_golden_ratio
Star_0032,3.8312486170e-01,7.6203534992e+29,6.1865798962e+19,6.1865798962e+16,4.1354143691e+08,6.5390338191e+03,2.0049194336e+03,1.1317993278e+03,1.1317993278e+00,5.4661455825e+16,5.4661455825e+16,1.6976989918e+03,3.3953979835e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.2373159792e+20,1.2373159792e+17,9.0670311540e-01,1.2822718428e+00,1.2822718428e+00,1.8134062308e+00,9.0670311540e-04,1.2822718428e-03,1.2822718428e-03,1.8134062308e-03,3.0244360430e-09,4.2771984706e-09,0,0.0000000000e+00,inf,4.2871174969e+20,1.3585055571e+13,8.5742349939e+20,2.7170111142e+13,1.3288611046e-20,1.3545984757e-21,-8.2211053947e-01,2025-11-22T13:30:24.708265,1.6180339887e+00
Star_0033,1.6730078046e+00,3.3276125233e+30,1.6699653351e+19,1.6699653351e+16,1.1162869887e+08,1.7651044658e+03,5.4119497525e+02,4.9422767824e+03,4.9422767824e+00,3.3789393202e+15,3.3789393202e+15,7.4134151736e+03,1.4826830347e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.3399306702e+19,3.3399306702e+16,3.6468299158e+00,5.1573963265e+00,5.1573963265e+00,7.2936598315e+00,3.6468299158e-03,5.1573963265e-03,5.1573963265e-03,7.2936598315e-03,1.2164515212e-08,1.7203222392e-08,0,2.2204460493e-16,inf,2.8772116878e+19,9.1173336623e+11,5.7544233757e+19,1.8234667325e+12,7.9638589824e-19,8.1181029383e-20,-1.3299368434e+01,2025-11-22T13:30:24.709269,1.6180339887e+00
Star_0034,1.0772503970e-01,2.1426510396e+29,1.1507437698e+20,1.1507437698e+17,7.6921374990e+08,1.2163024732e+04,3.7292794823e+03,3.1823340042e+02,3.1823340042e-01,3.6160370606e+17,3.6160370606e+17,4.7735010063e+02,9.5470020127e+02,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.3014875397e+20,2.3014875397e+17,3.5252447026e-01,4.9854488691e-01,4.9854488691e-01,7.0504894053e-01,3.5252447026e-04,4.9854488691e-04,4.9854488691e-04,7.0504894053e-04,1.1758950596e-09,1.6629667412e-09,0,0.0000000000e+00,inf,2.0510168675e+21,6.4992802604e+13,4.1020337349e+21,1.2998560521e+14,1.0799406905e-21,1.1008569729e-22,-1.2427350213e-01,2025-11-22T13:30:24.709269,1.6180339887e+00
Star_0035,1.9134165902e+00,3.8057855979e+30,8.1466966197e+19,8.1466966197e+16,5.4456528207e+08,8.6108198073e+03,2.6401453867e+03,5.6524747600e+03,5.6524747600e+00,1.4412619190e+16,1.4412619190e+16,8.4787121400e+03,1.6957424280e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.6293393239e+20,1.6293393239e+17,1.7657704683e+00,2.4971765443e+00,2.4971765443e+00,3.5315409366e+00,1.7657704683e-03,2.4971765443e-03,2.4971765443e-03,3.5315409366e-03,5.8899762858e-09,8.3296843455e-09,0,2.2204460493e-16,inf,2.8988594737e+20,9.1859313562e+12,5.7977189473e+20,1.8371862712e+13,3.8272510838e-20,3.9013772515e-21,-3.1179453467e+00,2025-11-22T13:30:24.709269,1.6180339887e+00
Star_0036,3.5108833720e-01,6.9831470269e+29,7.7634244951e+18,7.7634244951e+15,5.1894548764e+07,8.2057123931e+02,2.5159362527e+02,1.0371593801e+03,1.0371593801e+00,7.4852762691e+15,7.4852762691e+15,1.5557390701e+03,3.1114781403e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.5526848990e+19,1.5526848990e+16,2.4502014248e+00,3.4651080854e+00,3.4651080854e+00,4.9004028495e+00,2.4502014248e-03,3.4651080854e-03,3.4651080854e-03,4.9004028495e-03,8.1729922130e-09,1.1558356433e-08,0,2.2204460493e-16,inf,1.9908173356e+19,6.3085194552e+11,3.9816346712e+19,1.2617038910e+12,7.7330397503e-19,7.8828132011e-20,-6.0034870219e+00,2025-11-22T13:30:24.709269,1.6180339887e+00
Star_0037,3.0187581480e-01,6.0043099564e+29,1.2905493568e+19,1.2905493568e+16,8.6266668233e+07,1.3640728853e+03,4.1823552412e+02,8.9177936083e+02,8.9177936083e-01,1.4471621720e+16,1.4471621720e+16,1.3376690412e+03,2.6753380825e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.5810987135e+19,2.5810987135e+16,1.7621671632e+00,2.4920807014e+00,2.4920807014e+00,3.5243343264e+00,1.7621671632e-03,2.4920807014e-03,2.4920807014e-03,3.5243343264e-03,5.8779569539e-09,8.3126864432e-09,0,2.2204460493e-16,inf,4.6015843025e+19,1.4581540746e+12,9.2031686050e+19,2.9163081492e+12,2.4061327797e-19,2.4527347397e-20,-3.1052331111e+00,2025-11-22T13:30:24.709269,1.6180339887e+00
Star_0038,2.9380922640e-01,5.8438655131e+29,1.6568207525e+18,1.6568207525e+15,1.1075005030e+07,1.7512110268e+02,5.3693513707e+01,8.6794963783e+02,8.6794963783e-01,1.9088904243e+15,1.9088904243e+15,1.3019244567e+03,2.6038489135e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.3136415049e+18,3.3136415049e+15,4.8519375840e+00,6.8616759350e+00,6.8616759350e+00,9.7038751679e+00,4.8519375840e-03,6.8616759350e-03,6.8616759350e-03,9.7038751679e-03,1.6184321702e-08,2.2888087248e-08,0,4.4408920985e-16,inf,2.1455576516e+18,6.7988619275e+10,4.2911153032e+18,1.3597723855e+11,1.4208717680e-17,1.4483912009e-18,-2.3541298319e+01,2025-11-22T13:30:24.709269,1.6180339887e+00
Star_0039,4.3472735630e-01,8.6467271168e+29,1.2732295464e+20,1.2732295464e+17,8.5108926900e+08,1.3457663528e+04,4.1262259663e+03,1.2842396275e+03,1.2842396275e+00,9.9142677052e+16,9.9142677052e+16,1.9263594412e+03,3.8527188824e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.5464590928e+20,2.5464590928e+17,6.7324848426e-01,9.5211713728e-01,9.5211713728e-01,1.3464969685e+00,6.7324848426e-04,9.5211713728e-04,9.5211713728e-04,1.3464969685e-03,2.2457152149e-09,3.1759209142e-09,0,0.0000000000e+00,inf,1.1882592187e+21,3.7653662467e+13,2.3765184373e+21,7.5307324934e+13,3.5599513287e-21,3.6289004370e-22,-4.5326352155e-01,2025-11-22T13:30:24.709773,1.6180339887e+00
Star_0040,6.0862297810e-01,1.2105511034e+30,1.6983735532e+19,1.6983735532e+16,1.1352764393e+08,1.7951311206e+03,5.5040138485e+02,1.7979493016e+03,1.7979493016e+00,9.4461704326e+15,9.4461704326e+15,2.6969239524e+03,5.3938479049e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.3967471065e+19,3.3967471065e+16,2.1811112437e+00,3.0845571019e+00,3.0845571019e+00,4.3622224874e+00,2.1811112437e-03,3.0845571019e-03,3.0845571019e-03,4.3622224874e-03,7.2754039853e-09,1.0288974988e-08,0,2.2204460493e-16,inf,4.8925499727e+19,1.5503555317e+12,9.7850999454e+19,3.1007110634e+12,2.8010600190e-19,2.8553109267e-20,-4.7572462574e+00,2025-11-22T13:30:24.709773,1.6180339887e+00
Star_0041,4.8569248490e-01,9.6604235247e+29,9.6139630304e+18,9.6139630304e+15,6.4264458759e+07,1.0161677445e+03,3.1156505916e+02,1.4347970672e+03,1.4347970672e+00,6.7005733772e+15,6.7005733772e+15,2.1521956009e+03,4.3043912017e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.9227926061e+19,1.9227926061e+16,2.5897015777e+00,3.6623910937e+00,3.6623910937e+00,5.1794031554e+00,2.5897015777e-03,3.6623910937e-03,3.6623910937e-03,5.1794031554e-03,8.6383146359e-09,1.2216421714e-08,0,2.2204460493e-16,inf,2.3325587696e+19,7.3914327122e+11,4.6651175392e+19,1.4782865424e+12,6.9758477750e-19,7.1109559378e-20,-6.7065542614e+00,2025-11-22T13:30:24.709773,1.6180339887e+00
Star_0042,1.1038256675e+00,2.1955092527e+30,1.5595890838e+20,1.5595890838e+17,1.0425060721e+09,1.6484399998e+04,5.0542472821e+03,3.2608407165e+03,3.2608407165e+00,4.7827821701e+16,4.7827821701e+16,4.8912610748e+03,9.7825221495e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.1191781677e+20,3.1191781677e+17,9.6931605099e-01,1.3708199055e+00,1.3708199055e+00,1.9386321020e+00,9.6931605099e-04,1.3708199055e-03,1.3708199055e-03,1.9386321020e-03,3.2332903151e-09,4.5725630147e-09,0,0.0000000000e+00,inf,1.0109383010e+21,3.2034701655e+13,2.0218766019e+21,6.4069403311e+13,6.0244946342e-21,6.1411769971e-22,-9.3957360671e-01,2025-11-22T13:30:24.709773,1.6180339887e+00
Star_0043,1.7871406242e+00,3.5546227015e+30,8.6787609207e+19,8.6787609207e+16,5.8013107759e+08,9.1731961956e+03,2.8125744307e+03,5.2794395756e+03,5.2794395756e+00,1.6438792028e+16,1.6438792028e+16,7.9191593634e+03,1.5838318727e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.7357521841e+20,1.7357521841e+17,1.6533726701e+00,2.3382220536e+00,2.3382220536e+00,3.3067453401e+00,1.6533726701e-03,2.3382220536e-03,2.3382220536e-03,3.3067453401e-03,5.5150575871e-09,7.7994692370e-09,0,2.2204460493e-16,inf,3.2981229271e+20,1.0451120894e+13,6.5962458542e+20,2.0902241787e+13,3.1498058433e-20,3.2108112572e-21,-2.7336411861e+00,2025-11-22T13:30:24.709773,1.6180339887e+00
Star_0044,1.9205578435e+00,3.8199895507e+30,1.5670810351e+20,1.5670810351e+17,1.0475140609e+09,1.6563587729e+04,5.0785268661e+03,5.6735709260e+03,5.6735709260e+00,2.7620718160e+16,2.7620718160e+16,8.5103563890e+03,1.7020712778e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.1341620702e+20,3.1341620702e+17,1.2755227879e+00,1.8038616257e+00,1.8038616257e+00,2.5510455757e+00,1.2755227879e-03,1.8038616257e-03,1.8038616257e-03,2.5510455757e-03,4.2546860464e-09,6.0170347104e-09,0,0.0000000000e+00,inf,7.7193921022e+20,2.4461277481e+13,1.5438784204e+21,4.8922554961e+13,1.0382094773e-20,1.0583175100e-21,-1.6269583823e+00,2025-11-22T13:30:24.709773,1.6180339887e+00
Star_0045,1.2128699733e+00,2.4123983769e+30,4.4765592264e+19,4.4765592264e+16,2.9923524241e+08,4.7315920372e+03,1.4507435027e+03,3.5829713960e+03,3.5829713960e+00,1.2493985387e+16,1.2493985387e+16,5.3744570939e+03,1.0748914188e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,8.9531184528e+19,8.9531184528e+16,1.8965103111e+00,2.6820706032e+00,2.6820706032e+00,3.7930206223e+00,1.8965103111e-03,2.6820706032e-03,2.6820706032e-03,3.7930206223e-03,6.3260774597e-09,8.9464245401e-09,0,2.2204460493e-16,inf,1.4830950822e+20,4.6996447202e+12,2.9661901644e+20,9.3992894403e+12,8.0346336960e-20,8.1902484159e-21,-3.5967513603e+00,2025-11-22T13:30:24.710274,1.6180339887e+00
Star_0046,8.6879380360e-01,1.7280308754e+30,1.8513827389e+19,1.8513827389e+16,1.2375553068e+08,1.9568573501e+03,5.9998792460e+02,2.5665268461e+03,2.5665268461e+00,7.2135724657e+15,7.2135724657e+15,3.8497902691e+03,7.6995805382e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.7027654779e+19,3.7027654779e+16,2.4959191065e+00,3.5297626509e+00,3.5297626509e+00,4.9918382129e+00,2.4959191065e-03,3.5297626509e-03,3.5297626509e-03,4.9918382129e-03,8.3254899843e-09,1.1774020849e-08,0,2.2204460493e-16,inf,4.6606401599e+19,1.4768677466e+12,9.3212803198e+19,2.9537354931e+12,3.3648429657e-19,3.4300132168e-20,-6.2296121859e+00,2025-11-22T13:30:24.710274,1.6180339887e+00
Star_0047,4.2655686400e-01,8.4842160250e+29,2.7820532892e+19,2.7820532892e+16,1.8596612895e+08,2.9405488734e+03,9.0159551776e+02,1.2601029592e+03,1.2601029592e+00,2.2077983937e+16,2.2077983937e+16,1.8901544388e+03,3.7803088776e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.5641065783e+19,5.5641065783e+16,1.4266781127e+00,2.0176275361e+00,2.0176275361e+00,2.8533562253e+00,1.4266781127e-03,2.0176275361e-03,2.0176275361e-03,2.8533562253e-03,4.7588859379e-09,6.7300810352e-09,0,0.0000000000e+00,inf,1.2252347741e+20,3.8825347113e+12,2.4504695481e+20,7.7650694226e+12,7.3162165696e-20,7.4579169925e-21,-2.0354104372e+00,2025-11-22T13:30:24.710274,1.6180339887e+00
Star_0048,3.0303097760e-01,6.0272861445e+29,7.4220285203e+19,7.4220285203e+16,4.9612490109e+08,7.8448668431e+03,2.4052981561e+03,8.9519185793e+02,8.9519185793e-01,8.2909919862e+16,8.2909919862e+16,1.3427877869e+03,2.6855755738e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.4844057041e+20,1.4844057041e+17,7.3621126326e-01,1.0411599533e+00,1.0411599533e+00,1.4724225265e+00,7.3621126326e-04,1.0411599533e-03,1.0411599533e-03,1.4724225265e-03,2.4557364390e-09,3.4729357777e-09,0,0.0000000000e+00,inf,6.3343204424e+20,2.0072250242e+13,1.2668640885e+21,4.0144500484e+13,7.3026804285e-21,7.4441186835e-22,-5.4200702415e-01,2025-11-22T13:30:24.710274,1.6180339887e+00
Star_0049,3.3038744670e-01,6.5714063149e+29,5.4705400179e+19,5.4705400179e+16,3.6567780869e+08,5.7822006320e+03,1.7728683987e+03,9.7600632975e+02,9.7600632975e-01,5.6050251429e+16,5.6050251429e+16,1.4640094946e+03,2.9280189893e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.0941080036e+20,1.0941080036e+17,8.9539965467e-01,1.2662863354e+00,1.2662863354e+00,1.7907993093e+00,8.9539965467e-04,1.2662863354e-03,1.2662863354e-03,1.7907993093e-03,2.9867317565e-09,4.2238765572e-09,0,0.0000000000e+00,inf,3.8387793075e+20,1.2164357580e+13,7.6775586150e+20,2.4328715159e+13,1.4655601439e-20,1.4939451008e-21,-8.0174054158e-01,2025-11-22T13:30:24.710274,1.6180339887e+00
Star_0050,3.5361576190e-01,7.0334175042e+29,7.3652864101e+19,7.3652864101e+16,4.9233197929e+08,7.7848920940e+03,2.3869094242e+03,1.0446257125e+03,1.0446257125e+00,7.0506462955e+16,7.0506462955e+16,1.5669385688e+03,3.1338771375e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.4730572820e+20,1.4730572820e+17,7.9834616045e-01,1.1290319676e+00,1.1290319676e+00,1.5966923209e+00,7.9834616045e-04,1.1290319676e-03,1.1290319676e-03,1.5966923209e-03,2.6629961467e-09,3.7660452672e-09,0,0.0000000000e+00,inf,5.7966658635e+20,1.8368525691e+13,1.1593331727e+21,3.6737051382e+13,8.6535208058e-21,8.8211221262e-22,-6.3735659191e-01,2025-11-22T13:30:24.710778,1.6180339887e+00
Star_0051,2.1555561500e-01,4.2874011823e+29,8.9780474680e+18,8.9780474680e+15,6.0013686284e+07,9.4895333136e+02,2.9095658904e+02,6.3677856636e+02,6.3677856636e-01,1.4099167187e+16,1.4099167187e+16,9.5516784954e+02,1.9103356991e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.7956094936e+19,1.7956094936e+16,1.7852908326e+00,2.5247825082e+00,2.5247825082e+00,3.5705816652e+00,1.7852908326e-03,2.5247825082e-03,2.5247825082e-03,3.5705816652e-03,5.9550892124e-09,8.4217679293e-09,0,2.2204460493e-16,inf,3.1597504960e+19,1.0012645119e+12,6.3195009921e+19,2.0025290238e+12,3.5500629377e-19,3.6188205277e-20,-3.1872633569e+00,2025-11-22T13:30:24.710778,1.6180339887e+00
Star_0052,3.1642278840e-01,6.2936492613e+29,9.6061772014e+19,9.6061772014e+16,6.4212414448e+08,1.0153448051e+04,3.1131273946e+03,9.3475296184e+02,9.3475296184e-01,1.0276701539e+17,1.0276701539e+17,1.4021294428e+03,2.8042588855e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.9212354403e+20,1.9212354403e+17,6.6127001954e-01,9.3517703003e-01,9.3517703003e-01,1.3225400391e+00,6.6127001954e-04,9.3517703003e-04,9.3517703003e-04,1.3225400391e-03,2.2057593575e-09,3.1194147987e-09,0,0.0000000000e+00,inf,9.1274955262e+20,2.8923287976e+13,1.8254991052e+21,5.7846575951e+13,4.5520505148e-21,4.6402145920e-22,-4.3727803874e-01,2025-11-22T13:30:24.710778,1.6180339887e+00
Star_0053,4.4439859260e-01,8.8390880068e+29,2.0007832238e+19,2.0007832238e+16,1.3374219410e+08,2.1147692884e+03,6.4840497255e+02,1.3128096834e+03,1.3128096834e+00,1.5240466680e+16,1.5240466680e+16,1.9692145251e+03,3.9384290503e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,4.0015664476e+19,4.0015664476e+16,1.7171434287e+00,2.4284075254e+00,2.4284075254e+00,3.4342868573e+00,1.7171434287e-03,2.4284075254e-03,2.4284075254e-03,3.4342868573e-03,5.7277739411e-09,8.1002955897e-09,0,2.2204460493e-16,inf,7.3210493339e+19,2.3199005418e+12,1.4642098668e+20,4.6398010836e+12,1.4737136535e-19,1.5022565275e-20,-2.9485815546e+00,2025-11-22T13:30:24.710778,1.6180339887e+00
Star_0054,1.2141847480e-01,2.4150134638e+29,4.0580710706e+19,4.0580710706e+16,2.7126143520e+08,4.2892623091e+03,1.3151217133e+03,3.5868554068e+02,3.5868554068e-01,1.1313729187e+17,1.1313729187e+17,5.3802831102e+02,1.0760566220e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,8.1161421413e+19,8.1161421413e+16,6.3023543191e-01,8.9128749529e-01,8.9128749529e-01,1.2604708638e+00,6.3023543191e-04,8.9128749529e-04,8.9128749529e-04,1.2604708638e-03,2.1022391161e-09,2.9730150693e-09,0,0.0000000000e+00,inf,4.0457281891e+20,1.2820139013e+13,8.0914563783e+20,2.5640278026e+13,9.7878201913e-21,9.9773906129e-22,-3.9719669963e-01,2025-11-22T13:30:24.710778,1.6180339887e+00
Star_0055,5.2236198434e+00,1.0389779869e+31,4.1325367870e+19,4.1325367870e+16,2.7623909004e+08,4.3679703911e+03,1.3392542331e+03,1.5431234093e+04,1.5431234093e+01,2.6780338903e+15,2.6780338903e+15,2.3146851139e+04,4.6293702279e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,8.2650735740e+19,8.2650735740e+16,4.0963557938e+00,5.7931219198e+00,5.7931219198e+00,8.1927115875e+00,4.0963557938e-03,5.7931219198e-03,5.7931219198e-03,8.1927115875e-03,1.3663972140e-08,1.9323774716e-08,0,2.2204460493e-16,inf,6.3386814351e+19,2.0086069394e+12,1.2677362870e+20,4.0172138788e+12,4.0604915707e-19,4.1391351383e-20,-1.6780130789e+01,2025-11-22T13:30:24.710778,1.6180339887e+00
Star_0056,7.1065435090e-01,1.4134915039e+30,8.6594495070e+18,8.6594495070e+15,5.7884020769e+07,9.1527845968e+02,2.8063160732e+02,2.0993628895e+03,2.0993628895e+00,4.1247987904e+15,4.1247987904e+15,3.1490443342e+03,6.2980886684e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.7318899014e+19,1.7318899014e+16,3.3006868347e+00,4.6678760868e+00,4.6678760868e+00,6.6013736695e+00,3.3006868347e-03,4.6678760868e-03,4.6678760868e-03,6.6013736695e-03,1.1009906176e-08,1.5570358634e-08,0,2.2204460493e-16,inf,1.6484122437e+19,5.2235031933e+11,3.2968244875e+19,1.0447006387e+12,1.2581092565e-18,1.2824763063e-19,-1.0894533581e+01,2025-11-22T13:30:24.711285,1.6180339887e+00
Star_0057,1.2763514368e+00,2.5386630078e+30,2.4575508434e+19,2.4575508434e+16,1.6427478900e+08,2.5975592891e+03,7.9643220125e+02,3.7705036730e+03,3.7705036730e+00,6.5178317183e+15,6.5178317183e+15,5.6557555096e+03,1.1311511019e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,4.9151016868e+19,4.9151016868e+16,2.6257545905e+00,3.7133777533e+00,3.7133777533e+00,5.2515091809e+00,2.6257545905e-03,3.7133777533e-03,3.7133777533e-03,5.2515091809e-03,8.7585745418e-09,1.2386494904e-08,0,2.2204460493e-16,inf,5.8806894624e+19,1.8634780409e+12,1.1761378925e+20,3.7269560818e+12,2.8054708157e-19,2.8598071516e-20,-6.8945871693e+00,2025-11-22T13:30:24.711285,1.6180339887e+00
Star_0058,1.3963382530e-01,2.7773167852e+29,1.2621097015e+20,1.2621097015e+17,8.4365621755e+08,1.3340130023e+04,4.0901892649e+03,4.1249599130e+02,4.1249599130e-01,3.0596896166e+17,3.0596896166e+17,6.1874398695e+02,1.2374879739e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.5242194029e+20,2.5242194029e+17,3.8323663549e-01,5.4197844751e-01,5.4197844751e-01,7.6647327099e-01,3.8323663549e-04,5.4197844751e-04,5.4197844751e-04,7.6647327099e-04,1.2783398157e-09,1.8078455046e-09,0,0.0000000000e+00,inf,2.0692356622e+21,6.5570121372e+13,4.1384713244e+21,1.3114024274e+14,1.1636890091e-21,1.1862273283e-22,-1.4687031879e-01,2025-11-22T13:30:24.711285,1.6180339887e+00
Star_0059,1.8114909590e-01,3.6030555175e+29,1.4137561461e+19,1.4137561461e+16,9.4502416182e+07,1.4942988543e+03,4.5816383514e+02,5.3513735462e+02,5.3513735462e-01,2.6418565885e+16,2.6418565885e+16,8.0270603193e+02,1.6054120639e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.8275122922e+19,2.8275122922e+16,1.3042206909e+00,1.8444465894e+00,1.8444465894e+00,2.6084413819e+00,1.3042206909e-03,1.8444465894e-03,1.8444465894e-03,2.6084413819e-03,4.3504119471e-09,6.1524115775e-09,0,0.0000000000e+00,inf,6.8108809397e+19,2.1582379331e+12,1.3621761879e+20,4.3164758661e+12,1.2031718591e-19,1.2264748819e-20,-1.7009916107e+00,2025-11-22T13:30:24.711285,1.6180339887e+00
Star_0060,4.7353678030e-01,9.4186465602e+29,2.6659596338e+19,2.6659596338e+16,1.7820585787e+08,2.8178412787e+03,8.6397239971e+02,1.3988875775e+03,1.3988875775e+00,1.9057711833e+16,1.9057711833e+16,2.0983313662e+03,4.1966627324e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.3319192676e+19,5.3319192676e+16,1.5355725046e+00,2.1716274620e+00,2.1716274620e+00,3.0711450092e+00,1.5355725046e-03,2.1716274620e-03,2.1716274620e-03,3.0711450092e-03,5.1221185311e-09,7.2437694948e-09,0,0.0000000000e+00,inf,1.0908451636e+20,3.4566797337e+12,2.1816903273e+20,6.9133594673e+12,8.8447810200e-20,9.0160866667e-21,-2.3579829169e+00,2025-11-22T13:30:24.711784,1.6180339887e+00
Star_0061,3.9829321920e-01,7.9220521299e+29,1.7072451627e+19,1.7072451627e+16,1.1412066596e+08,1.8045081521e+03,5.5327645679e+02,1.1766085755e+03,1.1766085755e+00,1.4509882031e+16,1.4509882031e+16,1.7649128633e+03,3.5298257266e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.4144903254e+19,3.4144903254e+16,1.7598423488e+00,2.4887929173e+00,2.4887929173e+00,3.5196846976e+00,1.7598423488e-03,2.4887929173e-03,2.4887929173e-03,3.5196846976e-03,5.8702022077e-09,8.3017195759e-09,0,2.2204460493e-16,inf,6.0953969709e+19,1.9315147448e+12,1.2190793942e+20,3.8630294895e+12,1.8140599606e-19,1.8491946591e-20,-3.0970450926e+00,2025-11-22T13:30:24.711784,1.6180339887e+00
Star_0062,1.4367488770e-01,2.8576935164e+29,7.5519287816e+18,7.5519287816e+15,5.0480807364e+07,7.9821676162e+02,2.4473956579e+02,4.2443380105e+02,4.2443380105e-01,1.7792948542e+16,1.7792948542e+16,6.3665070157e+02,1.2733014031e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.5103857563e+19,1.5103857563e+16,1.5892116633e+00,2.2474846878e+00,2.2474846878e+00,3.1784233267e+00,1.5892116633e-03,2.2474846878e-03,2.2474846878e-03,3.1784233267e-03,5.3010395056e-09,7.4968019635e-09,0,2.2204460493e-16,inf,2.9857676643e+19,9.4613267939e+11,5.9715353286e+19,1.8922653588e+12,3.3443028714e-19,3.4090753021e-20,-2.5255937109e+00,2025-11-22T13:30:24.711784,1.6180339887e+00
Star_0063,1.1568996246e+00,2.3010733533e+30,2.8583588073e+19,2.8583588073e+16,1.9106676519e+08,3.0212015720e+03,9.2632427238e+02,3.4176279026e+03,3.4176279026e+00,8.3635752305e+15,8.3635752305e+15,5.1264418538e+03,1.0252883708e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.7167176146e+19,5.7167176146e+16,2.3179801962e+00,3.2781190308e+00,3.2781190308e+00,4.6359603924e+00,2.3179801962e-03,3.2781190308e-03,3.2781190308e-03,4.6359603924e-03,7.7319496683e-09,1.0934628085e-08,0,2.2204460493e-16,inf,7.7479514666e+19,2.4551776645e+12,1.5495902933e+20,4.9103553290e+12,1.8797612729e-19,1.9161684739e-20,-5.3730321900e+00,2025-11-22T13:30:24.711784,1.6180339887e+00
Star_0064,4.5704375030e-01,9.0906001935e+29,8.0656302903e+19,8.0656302903e+16,5.3914640978e+08,8.5251350706e+03,2.6138737694e+03,1.3501650796e+03,1.3501650796e+00,5.9738104712e+16,5.9738104712e+16,2.0252476194e+03,4.0504952388e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.6131260581e+20,1.6131260581e+17,8.6732124630e-01,1.2265774695e+00,1.2265774695e+00,1.7346424926e+00,8.6732124630e-04,1.2265774695e-03,1.2265774695e-03,1.7346424926e-03,2.8930722677e-09,4.0914220379e-09,0,0.0000000000e+00,inf,5.8430310510e+20,1.8515448104e+13,1.1686062102e+21,3.7030896209e+13,9.3265636685e-21,9.5072004775e-22,-7.5224614429e-01,2025-11-22T13:30:24.711784,1.6180339887e+00
